LTC-USD,Litecoin USD,
Date,Price,Dividend,Annualized Dividend
09/17/2014,5.08588981628418,0.0,0.0
09/18/2014,5.065430164337158,0.0,0.0
09/19/2014,4.687290191650391,0.0,0.0
09/20/2014,4.32919979095459,0.0,0.0
09/21/2014,4.263070106506348,0.0,0.0
09/22/2014,4.245930194854736,0.0,0.0
09/23/2014,4.239990234375,0.0,0.0
09/24/2014,4.744200229644775,0.0,0.0
09/25/2014,4.66588020324707,0.0,0.0
09/26/2014,4.50993013381958,0.0,0.0
09/27/2014,4.434390068054199,0.0,0.0
09/28/2014,4.424620151519775,0.0,0.0
09/29/2014,4.2376298904418945,0.0,0.0
09/30/2014,4.252190113067627,0.0,0.0
10/01/2014,4.4709601402282715,0.0,0.0
10/02/2014,4.430150032043457,0.0,0.0
10/03/2014,4.31935977935791,0.0,0.0
10/04/2014,4.173130035400391,0.0,0.0
10/05/2014,3.9420700073242188,0.0,0.0
10/06/2014,3.703049898147583,0.0,0.0
10/07/2014,3.8133299350738525,0.0,0.0
10/08/2014,3.8554699420928955,0.0,0.0
10/09/2014,3.9086201190948486,0.0,0.0
10/10/2014,3.898859977722168,0.0,0.0
10/11/2014,3.795919895172119,0.0,0.0
10/12/2014,3.7765800952911377,0.0,0.0
10/13/2014,3.846440076828003,0.0,0.0
10/14/2014,3.8645200729370117,0.0,0.0
10/15/2014,4.076990127563477,0.0,0.0
10/16/2014,4.057740211486816,0.0,0.0
10/17/2014,3.9914400577545166,0.0,0.0
10/18/2014,3.9916300773620605,0.0,0.0
10/19/2014,4.056429862976074,0.0,0.0
10/20/2014,3.983570098876953,0.0,0.0
10/21/2014,3.911799907684326,0.0,0.0
10/22/2014,3.9409499168395996,0.0,0.0
10/23/2014,3.8469700813293457,0.0,0.0
10/24/2014,3.739490032196045,0.0,0.0
10/25/2014,3.748729944229126,0.0,0.0
10/26/2014,3.668950080871582,0.0,0.0
10/27/2014,3.72406005859375,0.0,0.0
10/28/2014,3.812269926071167,0.0,0.0
10/29/2014,3.8528800010681152,0.0,0.0
10/30/2014,3.734499931335449,0.0,0.0
10/31/2014,3.7846500873565674,0.0,0.0
11/01/2014,3.756659984588623,0.0,0.0
11/02/2014,3.5768799781799316,0.0,0.0
11/03/2014,3.5859100818634033,0.0,0.0
11/04/2014,3.5804200172424316,0.0,0.0
11/05/2014,3.5903100967407227,0.0,0.0
11/06/2014,3.6421399116516113,0.0,0.0
11/07/2014,3.649669885635376,0.0,0.0
11/08/2014,3.556649923324585,0.0,0.0
11/09/2014,3.554840087890625,0.0,0.0
11/10/2014,3.632159948348999,0.0,0.0
11/11/2014,3.698509931564331,0.0,0.0
11/12/2014,3.67972993850708,0.0,0.0
11/13/2014,4.132989883422852,0.0,0.0
11/14/2014,4.0854997634887695,0.0,0.0
11/15/2014,3.992259979248047,0.0,0.0
11/16/2014,3.8411900997161865,0.0,0.0
11/17/2014,3.8805599212646484,0.0,0.0
11/18/2014,3.875149965286255,0.0,0.0
11/19/2014,3.7799599170684814,0.0,0.0
11/20/2014,3.806960105895996,0.0,0.0
11/21/2014,3.614300012588501,0.0,0.0
11/22/2014,3.5011401176452637,0.0,0.0
11/23/2014,3.522779941558838,0.0,0.0
11/24/2014,3.594640016555786,0.0,0.0
11/25/2014,3.6249799728393555,0.0,0.0
11/26/2014,3.5689098834991455,0.0,0.0
11/27/2014,3.5650699138641357,0.0,0.0
11/28/2014,3.5607900619506836,0.0,0.0
11/29/2014,3.604710102081299,0.0,0.0
11/30/2014,3.5859599113464355,0.0,0.0
12/01/2014,3.575589895248413,0.0,0.0
12/02/2014,3.5779900550842285,0.0,0.0
12/03/2014,3.628000020980835,0.0,0.0
12/04/2014,3.6117000579833984,0.0,0.0
12/05/2014,3.594089984893799,0.0,0.0
12/06/2014,3.615959882736206,0.0,0.0
12/07/2014,3.615600109100342,0.0,0.0
12/08/2014,3.7083699703216553,0.0,0.0
12/09/2014,3.655019998550415,0.0,0.0
12/10/2014,3.5238399505615234,0.0,0.0
12/11/2014,3.4939301013946533,0.0,0.0
12/12/2014,3.4788999557495117,0.0,0.0
12/13/2014,3.486569881439209,0.0,0.0
12/14/2014,3.4751999378204346,0.0,0.0
12/15/2014,3.481110095977783,0.0,0.0
12/16/2014,3.4518399238586426,0.0,0.0
12/17/2014,3.0105600357055664,0.0,0.0
12/18/2014,2.944430112838745,0.0,0.0
12/19/2014,2.8052799701690674,0.0,0.0
12/20/2014,2.8671000003814697,0.0,0.0
12/21/2014,2.9146299362182617,0.0,0.0
12/22/2014,2.8602499961853027,0.0,0.0
12/23/2014,2.887320041656494,0.0,0.0
12/24/2014,2.877700090408325,0.0,0.0
12/25/2014,2.735949993133545,0.0,0.0
12/26/2014,2.700700044631958,0.0,0.0
12/27/2014,2.7795801162719727,0.0,0.0
12/28/2014,2.7190001010894775,0.0,0.0
12/29/2014,2.733799934387207,0.0,0.0
12/30/2014,2.6961700916290283,0.0,0.0
12/31/2014,2.7038400173187256,0.0,0.0
01/01/2015,2.724210023880005,0.0,0.0
01/02/2015,2.697429895401001,0.0,0.0
01/03/2015,2.6664600372314453,0.0,0.0
01/04/2015,2.110219955444336,0.0,0.0
01/05/2015,1.9580299854278564,0.0,0.0
01/06/2015,2.0843400955200195,0.0,0.0
01/07/2015,2.1180999279022217,0.0,0.0
01/08/2015,2.115609884262085,0.0,0.0
01/09/2015,2.0100200176239014,0.0,0.0
01/10/2015,1.9699900150299072,0.0,0.0
01/11/2015,1.6535999774932861,0.0,0.0
01/12/2015,1.7176799774169922,0.0,0.0
01/13/2015,1.7101999521255493,0.0,0.0
01/14/2015,1.5496100187301636,0.0,0.0
01/15/2015,1.1532399654388428,0.0,0.0
01/16/2015,1.2771899700164795,0.0,0.0
01/17/2015,1.3977999687194824,0.0,0.0
01/18/2015,1.296030044555664,0.0,0.0
01/19/2015,1.328570008277893,0.0,0.0
01/20/2015,1.3409899473190308,0.0,0.0
01/21/2015,1.3238999843597412,0.0,0.0
01/22/2015,1.374269962310791,0.0,0.0
01/23/2015,1.412310004234314,0.0,0.0
01/24/2015,1.4306800365447998,0.0,0.0
01/25/2015,1.8420499563217163,0.0,0.0
01/26/2015,2.245490074157715,0.0,0.0
01/27/2015,2.0741798877716064,0.0,0.0
01/28/2015,2.0912699699401855,0.0,0.0
01/29/2015,1.8766299486160278,0.0,0.0
01/30/2015,1.9144599437713623,0.0,0.0
01/31/2015,1.8961299657821655,0.0,0.0
02/01/2015,1.8787800073623657,0.0,0.0
02/02/2015,1.812809944152832,0.0,0.0
02/03/2015,1.8741799592971802,0.0,0.0
02/04/2015,1.8208500146865845,0.0,0.0
02/05/2015,1.7947399616241455,0.0,0.0
02/06/2015,1.7403299808502197,0.0,0.0
02/07/2015,1.759559988975525,0.0,0.0
02/08/2015,1.7867900133132935,0.0,0.0
02/09/2015,1.7852699756622314,0.0,0.0
02/10/2015,1.7332500219345093,0.0,0.0
02/11/2015,1.7608100175857544,0.0,0.0
02/12/2015,1.7308100461959839,0.0,0.0
02/13/2015,1.7550899982452393,0.0,0.0
02/14/2015,1.8229299783706665,0.0,0.0
02/15/2015,1.9400299787521362,0.0,0.0
02/16/2015,1.844480037689209,0.0,0.0
02/17/2015,1.794119954109192,0.0,0.0
02/18/2015,1.856660008430481,0.0,0.0
02/19/2015,1.8252099752426147,0.0,0.0
02/20/2015,1.842020034790039,0.0,0.0
02/21/2015,1.848960041999817,0.0,0.0
02/22/2015,1.8498799800872803,0.0,0.0
02/23/2015,1.8030500411987305,0.0,0.0
02/24/2015,1.8135600090026855,0.0,0.0
02/25/2015,1.8300000429153442,0.0,0.0
02/26/2015,1.8080999851226807,0.0,0.0
02/27/2015,1.801169991493225,0.0,0.0
02/28/2015,1.849179983139038,0.0,0.0
03/01/2015,1.8457599878311157,0.0,0.0
03/02/2015,1.8924200534820557,0.0,0.0
03/03/2015,1.942199945449829,0.0,0.0
03/04/2015,1.9560500383377075,0.0,0.0
03/05/2015,1.9244799613952637,0.0,0.0
03/06/2015,1.9203300476074219,0.0,0.0
03/07/2015,1.893589973449707,0.0,0.0
03/08/2015,1.9135299921035767,0.0,0.0
03/09/2015,1.8925000429153442,0.0,0.0
03/10/2015,1.944000005722046,0.0,0.0
03/11/2015,2.008239984512329,0.0,0.0
03/12/2015,2.0235800743103027,0.0,0.0
03/13/2015,2.042109966278076,0.0,0.0
03/14/2015,2.0040900707244873,0.0,0.0
03/15/2015,1.9946199655532837,0.0,0.0
03/16/2015,2.0217599868774414,0.0,0.0
03/17/2015,2.0344700813293457,0.0,0.0
03/18/2015,1.9826500415802002,0.0,0.0
03/19/2015,1.743649959564209,0.0,0.0
03/20/2015,1.7632800340652466,0.0,0.0
03/21/2015,1.7669199705123901,0.0,0.0
03/22/2015,1.7458300590515137,0.0,0.0
03/23/2015,1.7996799945831299,0.0,0.0
03/24/2015,1.7755099534988403,0.0,0.0
03/25/2015,1.6546000242233276,0.0,0.0
03/26/2015,1.672719955444336,0.0,0.0
03/27/2015,1.6912000179290771,0.0,0.0
03/28/2015,1.682669997215271,0.0,0.0
03/29/2015,1.7045899629592896,0.0,0.0
03/30/2015,1.6564600467681885,0.0,0.0
03/31/2015,1.6696100234985352,0.0,0.0
04/01/2015,1.6510299444198608,0.0,0.0
04/02/2015,1.666890025138855,0.0,0.0
04/03/2015,1.6768200397491455,0.0,0.0
04/04/2015,1.6998300552368164,0.0,0.0
04/05/2015,1.6825100183486938,0.0,0.0
04/06/2015,1.701640009880066,0.0,0.0
04/07/2015,1.685979962348938,0.0,0.0
04/08/2015,1.6682699918746948,0.0,0.0
04/09/2015,1.6195900440216064,0.0,0.0
04/10/2015,1.585260033607483,0.0,0.0
04/11/2015,1.5228300094604492,0.0,0.0
04/12/2015,1.4587899446487427,0.0,0.0
04/13/2015,1.4717600345611572,0.0,0.0
04/14/2015,1.375849962234497,0.0,0.0
04/15/2015,1.3759599924087524,0.0,0.0
04/16/2015,1.383239984512329,0.0,0.0
04/17/2015,1.4215400218963623,0.0,0.0
04/18/2015,1.4098399877548218,0.0,0.0
04/19/2015,1.4098700284957886,0.0,0.0
04/20/2015,1.3842899799346924,0.0,0.0
04/21/2015,1.4081000089645386,0.0,0.0
04/22/2015,1.4321999549865723,0.0,0.0
04/23/2015,1.4553099870681763,0.0,0.0
04/24/2015,1.4582099914550781,0.0,0.0
04/25/2015,1.4204100370407104,0.0,0.0
04/26/2015,1.3995000123977661,0.0,0.0
04/27/2015,1.3218499422073364,0.0,0.0
04/28/2015,1.38264000415802,0.0,0.0
04/29/2015,1.36257004737854,0.0,0.0
04/30/2015,1.3609800338745117,0.0,0.0
05/01/2015,1.4428499937057495,0.0,0.0
05/02/2015,1.4072500467300415,0.0,0.0
05/03/2015,1.419800043106079,0.0,0.0
05/04/2015,1.4346100091934204,0.0,0.0
05/05/2015,1.4148800373077393,0.0,0.0
05/06/2015,1.4063299894332886,0.0,0.0
05/07/2015,1.3897299766540527,0.0,0.0
05/08/2015,1.4549000263214111,0.0,0.0
05/09/2015,1.4804799556732178,0.0,0.0
05/10/2015,1.4483000040054321,0.0,0.0
05/11/2015,1.4385199546813965,0.0,0.0
05/12/2015,1.4388099908828735,0.0,0.0
05/13/2015,1.443809986114502,0.0,0.0
05/14/2015,1.4500399827957153,0.0,0.0
05/15/2015,1.4478399753570557,0.0,0.0
05/16/2015,1.454699993133545,0.0,0.0
05/17/2015,1.446470022201538,0.0,0.0
05/18/2015,1.4536399841308594,0.0,0.0
05/19/2015,1.4467799663543701,0.0,0.0
05/20/2015,1.4535200595855713,0.0,0.0
05/21/2015,1.4607499837875366,0.0,0.0
05/22/2015,1.479490041732788,0.0,0.0
05/23/2015,1.8313000202178955,0.0,0.0
05/24/2015,1.7873799800872803,0.0,0.0
05/25/2015,1.8334100246429443,0.0,0.0
05/26/2015,1.8027000427246094,0.0,0.0
05/27/2015,1.8161200284957886,0.0,0.0
05/28/2015,1.847000002861023,0.0,0.0
05/29/2015,1.8406000137329102,0.0,0.0
05/30/2015,1.8301700353622437,0.0,0.0
05/31/2015,1.8120900392532349,0.0,0.0
06/01/2015,1.6385600566864014,0.0,0.0
06/02/2015,1.6160800457000732,0.0,0.0
06/03/2015,1.6705000400543213,0.0,0.0
06/04/2015,1.686669945716858,0.0,0.0
06/05/2015,1.6692899465560913,0.0,0.0
06/06/2015,1.7610599994659424,0.0,0.0
06/07/2015,1.7584999799728394,0.0,0.0
06/08/2015,1.731819987297058,0.0,0.0
06/09/2015,1.784909963607788,0.0,0.0
06/10/2015,1.7966500520706177,0.0,0.0
06/11/2015,1.7591500282287598,0.0,0.0
06/12/2015,1.7896000146865845,0.0,0.0
06/13/2015,1.8027399778366089,0.0,0.0
06/14/2015,1.8607800006866455,0.0,0.0
06/15/2015,2.002350091934204,0.0,0.0
06/16/2015,2.0180399417877197,0.0,0.0
06/17/2015,2.8964200019836426,0.0,0.0
06/18/2015,2.8903300762176514,0.0,0.0
06/19/2015,3.095329999923706,0.0,0.0
06/20/2015,2.8101999759674072,0.0,0.0
06/21/2015,3.0351901054382324,0.0,0.0
06/22/2015,3.0214500427246094,0.0,0.0
06/23/2015,3.0277700424194336,0.0,0.0
06/24/2015,2.9742300510406494,0.0,0.0
06/25/2015,2.772779941558838,0.0,0.0
06/26/2015,2.8467400074005127,0.0,0.0
06/27/2015,2.8614299297332764,0.0,0.0
06/28/2015,3.0935800075531006,0.0,0.0
06/29/2015,3.187730073928833,0.0,0.0
06/30/2015,3.744119882583618,0.0,0.0
07/01/2015,4.085999965667725,0.0,0.0
07/02/2015,3.926640033721924,0.0,0.0
07/03/2015,4.0623297691345215,0.0,0.0
07/04/2015,4.118319988250732,0.0,0.0
07/05/2015,4.1269001960754395,0.0,0.0
07/06/2015,4.947000026702881,0.0,0.0
07/07/2015,5.437069892883301,0.0,0.0
07/08/2015,5.246779918670654,0.0,0.0
07/09/2015,6.356450080871582,0.0,0.0
07/10/2015,7.527009963989258,0.0,0.0
07/11/2015,4.475769996643066,0.0,0.0
07/12/2015,4.387509822845459,0.0,0.0
07/13/2015,5.299920082092285,0.0,0.0
07/14/2015,4.682839870452881,0.0,0.0
07/15/2015,4.648960113525391,0.0,0.0
07/16/2015,4.197480201721191,0.0,0.0
07/17/2015,3.720789909362793,0.0,0.0
07/18/2015,3.782989978790283,0.0,0.0
07/19/2015,4.004380226135254,0.0,0.0
07/20/2015,3.770319938659668,0.0,0.0
07/21/2015,3.930530071258545,0.0,0.0
07/22/2015,3.782979965209961,0.0,0.0
07/23/2015,3.825540065765381,0.0,0.0
07/24/2015,3.7894599437713623,0.0,0.0
07/25/2015,4.597760200500488,0.0,0.0
07/26/2015,4.63254976272583,0.0,0.0
07/27/2015,4.683129787445068,0.0,0.0
07/28/2015,4.670010089874268,0.0,0.0
07/29/2015,5.049620151519775,0.0,0.0
07/30/2015,4.7926201820373535,0.0,0.0
07/31/2015,4.582200050354004,0.0,0.0
08/01/2015,4.639080047607422,0.0,0.0
08/02/2015,4.0873799324035645,0.0,0.0
08/03/2015,4.169469833374023,0.0,0.0
08/04/2015,4.183420181274414,0.0,0.0
08/05/2015,4.374330043792725,0.0,0.0
08/06/2015,4.348999977111816,0.0,0.0
08/07/2015,4.063340187072754,0.0,0.0
08/08/2015,4.220990180969238,0.0,0.0
08/09/2015,3.8433899879455566,0.0,0.0
08/10/2015,3.9007999897003174,0.0,0.0
08/11/2015,3.948740005493164,0.0,0.0
08/12/2015,4.143340110778809,0.0,0.0
08/13/2015,3.9722700119018555,0.0,0.0
08/14/2015,3.880690097808838,0.0,0.0
08/15/2015,4.02249002456665,0.0,0.0
08/16/2015,3.932029962539673,0.0,0.0
08/17/2015,3.963320016860962,0.0,0.0
08/18/2015,3.983680009841919,0.0,0.0
08/19/2015,3.4796500205993652,0.0,0.0
08/20/2015,3.4708099365234375,0.0,0.0
08/21/2015,3.6002299785614014,0.0,0.0
08/22/2015,3.5625600814819336,0.0,0.0
08/23/2015,3.513279914855957,0.0,0.0
08/24/2015,3.392580032348633,0.0,0.0
08/25/2015,2.9847700595855713,0.0,0.0
08/26/2015,2.949690103530884,0.0,0.0
08/27/2015,2.9461400508880615,0.0,0.0
08/28/2015,2.8423900604248047,0.0,0.0
08/29/2015,2.9161601066589355,0.0,0.0
08/30/2015,2.8715600967407227,0.0,0.0
08/31/2015,2.8532299995422363,0.0,0.0
09/01/2015,2.8474199771881104,0.0,0.0
09/02/2015,2.819809913635254,0.0,0.0
09/03/2015,2.796689987182617,0.0,0.0
09/04/2015,2.6381399631500244,0.0,0.0
09/05/2015,2.702049970626831,0.0,0.0
09/06/2015,2.9178199768066406,0.0,0.0
09/07/2015,3.0390000343322754,0.0,0.0
09/08/2015,3.047369956970215,0.0,0.0
09/09/2015,3.0482800006866455,0.0,0.0
09/10/2015,2.924649953842163,0.0,0.0
09/11/2015,2.948780059814453,0.0,0.0
09/12/2015,2.9625699520111084,0.0,0.0
09/13/2015,2.8247900009155273,0.0,0.0
09/14/2015,2.814919948577881,0.0,0.0
09/15/2015,2.8441998958587646,0.0,0.0
09/16/2015,2.8299400806427,0.0,0.0
09/17/2015,2.806220054626465,0.0,0.0
09/18/2015,2.9106199741363525,0.0,0.0
09/19/2015,2.9549100399017334,0.0,0.0
09/20/2015,2.875070095062256,0.0,0.0
09/21/2015,2.85371994972229,0.0,0.0
09/22/2015,2.7984700202941895,0.0,0.0
09/23/2015,2.8550500869750977,0.0,0.0
09/24/2015,2.8715100288391113,0.0,0.0
09/25/2015,2.9332399368286133,0.0,0.0
09/26/2015,2.8947200775146484,0.0,0.0
09/27/2015,2.8889899253845215,0.0,0.0
09/28/2015,2.8813300132751465,0.0,0.0
09/29/2015,3.1026499271392822,0.0,0.0
09/30/2015,2.966089963912964,0.0,0.0
10/01/2015,3.0139000415802,0.0,0.0
10/02/2015,2.9968299865722656,0.0,0.0
10/03/2015,2.9986701011657715,0.0,0.0
10/04/2015,3.0329198837280273,0.0,0.0
10/05/2015,3.021059989929199,0.0,0.0
10/06/2015,3.0201199054718018,0.0,0.0
10/07/2015,3.148969888687134,0.0,0.0
10/08/2015,3.061340093612671,0.0,0.0
10/09/2015,3.0691299438476562,0.0,0.0
10/10/2015,3.1123499870300293,0.0,0.0
10/11/2015,3.108680009841919,0.0,0.0
10/12/2015,3.1490299701690674,0.0,0.0
10/13/2015,3.139090061187744,0.0,0.0
10/14/2015,3.181529998779297,0.0,0.0
10/15/2015,3.1499500274658203,0.0,0.0
10/16/2015,3.10863995552063,0.0,0.0
10/17/2015,3.1112399101257324,0.0,0.0
10/18/2015,3.0741100311279297,0.0,0.0
10/19/2015,3.0306200981140137,0.0,0.0
10/20/2015,3.0525801181793213,0.0,0.0
10/21/2015,3.093440055847168,0.0,0.0
10/22/2015,3.0807900428771973,0.0,0.0
10/23/2015,3.1204299926757812,0.0,0.0
10/24/2015,3.1126599311828613,0.0,0.0
10/25/2015,3.10971999168396,0.0,0.0
10/26/2015,3.0710999965667725,0.0,0.0
10/27/2015,3.107029914855957,0.0,0.0
10/28/2015,3.099299907684326,0.0,0.0
10/29/2015,3.102479934692383,0.0,0.0
10/30/2015,3.7685699462890625,0.0,0.0
10/31/2015,4.083559989929199,0.0,0.0
11/01/2015,3.8150899410247803,0.0,0.0
11/02/2015,3.9828898906707764,0.0,0.0
11/03/2015,4.1749701499938965,0.0,0.0
11/04/2015,4.579899787902832,0.0,0.0
11/05/2015,4.199550151824951,0.0,0.0
11/06/2015,3.945240020751953,0.0,0.0
11/07/2015,3.5512399673461914,0.0,0.0
11/08/2015,3.6198699474334717,0.0,0.0
11/09/2015,3.4328598976135254,0.0,0.0
11/10/2015,3.4003899097442627,0.0,0.0
11/11/2015,3.117110013961792,0.0,0.0
11/12/2015,2.9721500873565674,0.0,0.0
11/13/2015,3.2686400413513184,0.0,0.0
11/14/2015,3.22337007522583,0.0,0.0
11/15/2015,3.1986401081085205,0.0,0.0
11/16/2015,3.0664501190185547,0.0,0.0
11/17/2015,3.1903700828552246,0.0,0.0
11/18/2015,3.1989099979400635,0.0,0.0
11/19/2015,3.191230058670044,0.0,0.0
11/20/2015,3.136039972305298,0.0,0.0
11/21/2015,3.1174399852752686,0.0,0.0
11/22/2015,3.163290023803711,0.0,0.0
11/23/2015,3.143889904022217,0.0,0.0
11/24/2015,3.1303598880767822,0.0,0.0
11/25/2015,3.113830089569092,0.0,0.0
11/26/2015,3.3513898849487305,0.0,0.0
11/27/2015,3.6013998985290527,0.0,0.0
11/28/2015,3.5754098892211914,0.0,0.0
11/29/2015,3.534359931945801,0.0,0.0
11/30/2015,3.664370059967041,0.0,0.0
12/01/2015,3.62608003616333,0.0,0.0
12/02/2015,3.4309298992156982,0.0,0.0
12/03/2015,3.346719980239868,0.0,0.0
12/04/2015,3.3823299407958984,0.0,0.0
12/05/2015,3.3699400424957275,0.0,0.0
12/06/2015,3.5253798961639404,0.0,0.0
12/07/2015,3.452549934387207,0.0,0.0
12/08/2015,3.647670030593872,0.0,0.0
12/09/2015,3.6828200817108154,0.0,0.0
12/10/2015,3.669640064239502,0.0,0.0
12/11/2015,3.672990083694458,0.0,0.0
12/12/2015,3.842519998550415,0.0,0.0
12/13/2015,3.596299886703491,0.0,0.0
12/14/2015,3.6368799209594727,0.0,0.0
12/15/2015,3.618419885635376,0.0,0.0
12/16/2015,3.8389101028442383,0.0,0.0
12/17/2015,3.7041099071502686,0.0,0.0
12/18/2015,3.7513198852539062,0.0,0.0
12/19/2015,3.765160083770752,0.0,0.0
12/20/2015,3.7405600547790527,0.0,0.0
12/21/2015,3.5462100505828857,0.0,0.0
12/22/2015,3.45878005027771,0.0,0.0
12/23/2015,3.432379961013794,0.0,0.0
12/24/2015,3.5901899337768555,0.0,0.0
12/25/2015,3.6488800048828125,0.0,0.0
12/26/2015,3.6411399841308594,0.0,0.0
12/27/2015,3.4203200340270996,0.0,0.0
12/28/2015,3.4778099060058594,0.0,0.0
12/29/2015,3.470629930496216,0.0,0.0
12/30/2015,3.51200008392334,0.0,0.0
12/31/2015,3.4593000411987305,0.0,0.0
01/01/2016,3.479520082473755,0.0,0.0
01/02/2016,3.51528000831604,0.0,0.0
01/03/2016,3.503999948501587,0.0,0.0
01/04/2016,3.479099988937378,0.0,0.0
01/05/2016,3.492000102996826,0.0,0.0
01/06/2016,3.467060089111328,0.0,0.0
01/07/2016,3.4500699043273926,0.0,0.0
01/08/2016,3.5968000888824463,0.0,0.0
01/09/2016,3.574350118637085,0.0,0.0
01/10/2016,3.559159994125366,0.0,0.0
01/11/2016,3.5262699127197266,0.0,0.0
01/12/2016,3.5530200004577637,0.0,0.0
01/13/2016,3.4899799823760986,0.0,0.0
01/14/2016,3.4709300994873047,0.0,0.0
01/15/2016,3.4640400409698486,0.0,0.0
01/16/2016,2.9657199382781982,0.0,0.0
01/17/2016,3.08732008934021,0.0,0.0
01/18/2016,3.019550085067749,0.0,0.0
01/19/2016,3.0476601123809814,0.0,0.0
01/20/2016,3.0148000717163086,0.0,0.0
01/21/2016,3.384229898452759,0.0,0.0
01/22/2016,3.2310500144958496,0.0,0.0
01/23/2016,3.0820300579071045,0.0,0.0
01/24/2016,3.1135098934173584,0.0,0.0
01/25/2016,3.1879498958587646,0.0,0.0
01/26/2016,3.1253700256347656,0.0,0.0
